run,epoch,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_loss
RMSprop/validation,1,0.7387,0.7470901482681869,0.7352832924010974,0.7071835405268052,0.9686677382500851
RMSprop/validation,2,0.8988,0.8991321616550267,0.8975534756204198,0.8966481159642182,0.6918216950983126
RMSprop/validation,3,0.9269,0.9269538760454983,0.9257961520358778,0.9259704946971672,0.6014699390348246
RMSprop/validation,4,0.9366,0.9359824748773097,0.9355847689334142,0.9356571213607066,0.4986237870885006
RMSprop/validation,5,0.9396,0.939091150973421,0.938880964943062,0.9388722871217343,0.4040199187853588
RMSprop/validation,6,0.9454,0.9447778510220086,0.9447848166751385,0.944711313728315,0.40845647571876076
RMSprop/validation,7,0.9454,0.9447727064391434,0.9451348711686911,0.9447358776291912,0.3650254608971701
RMSprop/validation,8,0.9522,0.9518333019493342,0.9516214038173103,0.9516553830816846,0.3857910237800749
RMSprop/validation,9,0.9558,0.9552559024931222,0.955224724276065,0.9552113098088324,0.35270482531235203
RMSprop/validation,10,0.9581,0.9576828861540667,0.9576176548516763,0.9575937058590259,0.37054749453815816
RMSprop/validation,11,0.9607,0.960389858470446,0.9603113474483861,0.9603098913939474,0.36600318944689303
RMSprop/validation,12,0.9587,0.9583407097676346,0.9585641879330152,0.9583233148078938,0.3670185775890474
RMSprop/validation,13,0.963,0.9626045448213055,0.9627006620459259,0.9625803622845643,0.25376539521733155
RMSprop/validation,14,0.965,0.9648266281326127,0.9647065935487685,0.964679798670811,0.3425447857154147
RMSprop/validation,15,0.9655,0.9652824156089455,0.9652992652277925,0.9651406139535178,0.2722778443086602
RMSprop/validation,16,0.9672,0.9671071566124768,0.966810007981808,0.966844853963139,0.2688363887474547
RMSprop/validation,17,0.9679,0.9677071364009494,0.9676319361124788,0.9676010531448822,0.2551283296427545
RMSprop/validation,18,0.9678,0.967751288584252,0.9672602729845272,0.9674534055808041,0.276887088604884
RMSprop/validation,19,0.9708,0.9705801921533908,0.9705859351751428,0.9705599968615441,0.18669835824912367
RMSprop/validation,20,0.9697,0.9696792354324003,0.9693213584347445,0.9694266069718959,0.23244881439270912
RMSprop/validation,21,0.9706,0.970493681364079,0.9704543957541505,0.9704206482815423,0.26705666316368454
RMSprop/validation,22,0.9688,0.9688509609626891,0.9684113465963516,0.9685663358764096,0.24084986892555282
RMSprop/validation,23,0.9699,0.9698023717598175,0.9697238845169615,0.9697223152010725,0.2562396968450833
RMSprop/validation,24,0.9706,0.970625103920025,0.970243562130331,0.970368427515939,0.21666389326192045
RMSprop/validation,25,0.9728,0.9727343963479098,0.9725757629723445,0.9726062124791609,0.16723818555283798
RMSprop/validation,26,0.9735,0.973331479311079,0.9732763844658132,0.97327255749324,0.23884897989724163
RMSprop/validation,27,0.974,0.9739676570187431,0.9737205820080787,0.9738113187705315,0.19920135786721216
RMSprop/validation,28,0.9726,0.9726687249426554,0.9723361567282195,0.972406233453491,0.22361921117674532
RMSprop/validation,29,0.9728,0.9726009830804954,0.972617564329943,0.9725286829702883,0.15347630635705617
RMSprop/validation,30,0.9732,0.9732263220233403,0.9728677394840783,0.9729568139843641,0.24924529413322555
RMSprop/validation,31,0.9737,0.9736374939506783,0.9734616303762094,0.9735065115520806,0.26594661001817077
RMSprop/validation,32,0.9753,0.975324621514892,0.9749691393626992,0.9750719921195605,0.17962887687896595
RMSprop/validation,33,0.9754,0.9754608592081713,0.9750860186892509,0.9752176479168349,0.20707396093605046
RMSprop/validation,34,0.9753,0.9751032016497531,0.9751287589208106,0.9750951665638278,0.21679871227919634
RMSprop/validation,35,0.9768,0.9768593289930777,0.9766095339900674,0.9766899057065854,0.2070837367489951
RMSprop/validation,36,0.9758,0.9757955298700844,0.97559368034026,0.9756751163014981,0.15335341676989037
RMSprop/validation,37,0.9764,0.9764426816817391,0.9762076025580582,0.9763026629120244,0.18079331639718763
RMSprop/validation,38,0.9749,0.9748801671229923,0.9746264261588203,0.9747108417077668,0.11090945728607551
RMSprop/validation,39,0.9759,0.9758342162871113,0.9757224226676057,0.9757329685798137,0.18106524188684542
RMSprop/validation,40,0.9751,0.9750572721112591,0.9748754488516356,0.9749391764096496,0.21905425626011654
RMSprop/validation,41,0.9766,0.9765028093971972,0.97638740232575,0.9764155060285138,0.1775833166626194
RMSprop/validation,42,0.9745,0.9742660626753172,0.9743665627355119,0.974287210996474,0.1204288890696461
RMSprop/validation,43,0.976,0.9760751615523884,0.9756192012683569,0.9757906998139927,0.1953381984627986
RMSprop/validation,44,0.9761,0.9759128783735143,0.9760326566450042,0.9759370594172803,0.12675480520384588
RMSprop/validation,45,0.975,0.9750815109587043,0.9747323690915788,0.9748375253883876,0.13797221886375888
RMSprop/validation,46,0.9749,0.9749776017148045,0.9747156821198628,0.9747794663211723,0.11686718585775617
RMSprop/validation,47,0.9766,0.9766484828762181,0.9762833552574198,0.9764134909792581,0.11575530465637324
RMSprop/validation,48,0.9752,0.9751308716703603,0.9750383518880023,0.9750333861391329,0.15455921758597385
RMSprop/validation,49,0.978,0.9781141853187867,0.9776587658631234,0.9778413590002533,0.10333250572679711
RMSprop/validation,50,0.9751,0.9753015275738847,0.9746875711513152,0.9749160558806864,0.13546062071653323
