run,epoch,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_loss
RMSprop/validation,1,0.7471,0.7337149420629538,0.7471,0.731280161693352,1.1883463293630625
RMSprop/validation,2,0.784,0.7796774365176733,0.7839999999999999,0.7737602419124099,0.992672955445344
RMSprop/validation,3,0.8031,0.8002296597977576,0.8031,0.7987545845607917,0.8900971076098049
RMSprop/validation,4,0.8108,0.8071851915451003,0.8108000000000001,0.8054990588522705,0.896328995846702
RMSprop/validation,5,0.8137,0.8117440289906306,0.8137000000000001,0.8092598243685568,0.8484245458905589
RMSprop/validation,6,0.8185,0.8147603037758653,0.8185,0.8141943375636709,0.792240180316225
RMSprop/validation,7,0.8217,0.8176406680604653,0.8216999999999999,0.8171328648564419,0.8673395222797405
RMSprop/validation,8,0.8216,0.8174947108773306,0.8215999999999999,0.8170216087272241,0.7426817251038543
RMSprop/validation,9,0.8232,0.8196858006406332,0.8232000000000002,0.8192064448312235,0.9822471807547228
RMSprop/validation,10,0.8255,0.8221417855658979,0.8255000000000001,0.8212903193179789,0.8141600548003292
RMSprop/validation,11,0.8263,0.8228766136952684,0.8263,0.8218570452172964,0.7328692705049755
RMSprop/validation,12,0.8272,0.8234620465543715,0.8272,0.8232140415235474,0.743083876138391
RMSprop/validation,13,0.829,0.8255578727808068,0.829,0.825156306029356,0.8499979438128178
RMSprop/validation,14,0.83,0.8267666350886158,0.8300000000000001,0.8261023573527264,0.9876358023108914
RMSprop/validation,15,0.8315,0.8280598085161002,0.8314999999999999,0.8276807178075515,0.8497285735809342
RMSprop/validation,16,0.8319,0.828433067035675,0.8319000000000001,0.8279850894025316,0.7251933562143323
RMSprop/validation,17,0.8326,0.8291335773521306,0.8326,0.8289447540127481,0.8266562540981235
RMSprop/validation,18,0.8343,0.8306208271942823,0.8343,0.8302525885803336,0.7390336411510342
RMSprop/validation,19,0.8354,0.8319738780756261,0.8354000000000001,0.8317927462982055,0.7552267755135763
RMSprop/validation,20,0.8351,0.8317789267567124,0.8351000000000001,0.8316652694436248,0.7711801257704537
RMSprop/validation,21,0.8365,0.8331983561641033,0.8365,0.8329112250735639,0.8597594126394641
RMSprop/validation,22,0.8362,0.8327762984290239,0.8362,0.8326712215284078,0.8716077386065494
RMSprop/validation,23,0.837,0.833606860978534,0.837,0.8332645906430642,0.769736203077295
RMSprop/validation,24,0.8385,0.8351037248285145,0.8385,0.8345715995745193,0.7449357135967182
RMSprop/validation,25,0.8383,0.8349278581793618,0.8383,0.8341085199722063,0.8000319896061702
RMSprop/validation,26,0.8382,0.8349738670119187,0.8382,0.8343781527863825,0.9180949253512009
RMSprop/validation,27,0.8401,0.8369604843049577,0.8401,0.8361977362512052,0.7223489144969399
RMSprop/validation,28,0.8391,0.8356597925130448,0.8391,0.8353416490527229,0.7995194615131475
RMSprop/validation,29,0.8401,0.8364812443185553,0.8401,0.836218556207462,0.9600275664560299
RMSprop/validation,30,0.841,0.8375451861805567,0.841,0.837091017803615,0.7039100375209032
RMSprop/validation,31,0.8405,0.8372678054790935,0.8405000000000001,0.8366712961142959,0.5576056532203956
RMSprop/validation,32,0.8415,0.8382257148607758,0.8414999999999999,0.8378437692460045,0.7406152554245033
RMSprop/validation,33,0.841,0.8377444997773216,0.841,0.8370867582641335,0.671420443112464
RMSprop/validation,34,0.8421,0.838863358946114,0.8421000000000001,0.8383556756659187,0.9550121136657056
RMSprop/validation,35,0.8412,0.8378467272743532,0.8412,0.8374929479855474,0.8576632859466209
RMSprop/validation,36,0.8421,0.8389174421384711,0.8421,0.8380130893702953,0.7794038477331395
RMSprop/validation,37,0.8425,0.8394217491725808,0.8425,0.8384659371177469,0.7995197562330278
RMSprop/validation,38,0.8417,0.8385339972979018,0.8417,0.8377158980994214,0.7533343433801848
RMSprop/validation,39,0.843,0.8400419766407813,0.843,0.8390879938492095,0.7490300264998252
RMSprop/validation,40,0.843,0.8400618328114111,0.843,0.8391897970588529,0.6747980072829552
RMSprop/validation,41,0.8429,0.8400231245589233,0.8429,0.8388892623320183,0.7351812997603238
RMSprop/validation,42,0.843,0.8401960149941653,0.843,0.8393117341058861,0.7760114974926785
RMSprop/validation,43,0.8437,0.8407286214819816,0.8436999999999999,0.8398592459622132,0.7875326520633026
RMSprop/validation,44,0.8437,0.8406187760996572,0.8436999999999999,0.8400629952733827,0.7933800264677885
RMSprop/validation,45,0.8442,0.8413251213776567,0.8442000000000001,0.8401640716577757,0.6385882419729616
RMSprop/validation,46,0.8446,0.8417677466298501,0.8446000000000001,0.8406785312242906,0.6179841863752557
RMSprop/validation,47,0.844,0.8412856437142437,0.8440000000000001,0.8402460135697751,0.8424708785852975
RMSprop/validation,48,0.8448,0.8419225635223775,0.8448,0.8408671689752915,0.8060339064324059
RMSprop/validation,49,0.8451,0.8424239656710995,0.8451000000000001,0.8412597153768224,0.6440999815619096
RMSprop/validation,50,0.846,0.8432209151094539,0.8460000000000001,0.8422709714432333,0.8578725075953924
