run,epoch,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_loss
Adam/validation,1,0.8592,0.8715233700417008,0.857591734857747,0.8539280452270278,0.5029851472316714
Adam/validation,2,0.9464,0.946097742375336,0.9460816273291467,0.9459696616920642,0.39527629884647075
Adam/validation,3,0.9559,0.9560116553149708,0.9555142301390003,0.9555660316167017,0.30870270187672216
Adam/validation,4,0.9603,0.9602866304423211,0.9598298199605086,0.9599311236420085,0.250298242982472
Adam/validation,5,0.9613,0.9614321318191157,0.9608075015189433,0.9609739314245556,0.23859620628157538
Adam/validation,6,0.9635,0.9635327996774341,0.9629564010349574,0.9631766288082366,0.4085490969591972
Adam/validation,7,0.9657,0.9655278462818917,0.9654143630115659,0.9654499457717366,0.232676555588559
Adam/validation,8,0.9676,0.9675675688934702,0.9673573469360439,0.9674404206723948,0.21035950703138967
Adam/validation,9,0.9675,0.9675065710949751,0.9672461045192055,0.9673067941170623,0.28347032006572415
Adam/validation,10,0.9707,0.9705648179798245,0.9704083890455859,0.9704526311627575,0.2513697039794057
Adam/validation,11,0.9714,0.9715800784429207,0.9709805007381919,0.9711857613644869,0.2222980460305375
Adam/validation,12,0.9719,0.9720688695924752,0.9716228399714298,0.97172503163864,0.21428976584020637
Adam/validation,13,0.9703,0.9703506784725227,0.9700611374738426,0.9701042675785491,0.2183475734869652
Adam/validation,14,0.9718,0.9716719999800129,0.9716306919309023,0.9715938574870486,0.20807951849682008
Adam/validation,15,0.9723,0.9723637665112334,0.9720221834222539,0.9721588730512737,0.18909771088504393
Adam/validation,16,0.9718,0.9721475860620548,0.9713506738417148,0.971638794146026,0.25531289719413536
Adam/validation,17,0.9731,0.9731680970851514,0.9727448222989896,0.9729064940289136,0.19854201020961768
Adam/validation,18,0.9721,0.9720182228877432,0.9718238133850405,0.9718480991980142,0.20886536234892056
Adam/validation,19,0.9725,0.972735584048374,0.9719143382277942,0.9722254465422265,0.15452924042608357
Adam/validation,20,0.9723,0.9724810166907807,0.9718608041186225,0.9720534549270278,0.19635557006179333
Adam/validation,21,0.9736,0.9737007272622342,0.973215089013781,0.9734045995641909,0.26283740525684474
Adam/validation,22,0.9749,0.974950353561626,0.9745092673599643,0.9746694684483703,0.15773707116678115
Adam/validation,23,0.9758,0.9758950667296997,0.9755760231225441,0.9756955412164775,0.2583935538579805
Adam/validation,24,0.975,0.975203616397988,0.9746387070646338,0.9748452173989304,0.1446184271326832
Adam/validation,25,0.9738,0.9740904768144963,0.9733810891517465,0.9736326270591149,0.1477661784363265
Adam/validation,26,0.9751,0.9753281454554849,0.9747145103497441,0.9748957517478823,0.1082081904815237
Adam/validation,27,0.9744,0.9744178046104176,0.9741412860476494,0.9742440090027191,0.13300936850974715
Adam/validation,28,0.9757,0.9757298114798818,0.9755165630487378,0.9755780304514078,0.20709806803253605
Adam/validation,29,0.9782,0.9783292194277384,0.9779795209119513,0.9781197940785326,0.11186837558792859
Adam/validation,30,0.976,0.97608193464685,0.9758466738409387,0.9759053230079247,0.11814416540706191
Adam/validation,31,0.9761,0.9762439375414143,0.9757648802919496,0.9759605796957423,0.1585967820349502
Adam/validation,32,0.9752,0.9751893907573417,0.9749552543923578,0.9750380345832577,0.15408883710538962
Adam/validation,33,0.9762,0.9762649025065604,0.9759940197343102,0.976107607779765,0.17020158134070495
Adam/validation,34,0.977,0.9771246269774411,0.9767943701117339,0.9769230487864405,0.1348492838038209
Adam/validation,35,0.975,0.9751748145854305,0.9747012631933284,0.9748759929225239,0.14171790319664962
Adam/validation,36,0.9748,0.9751496104233073,0.9742305644327061,0.9745628087928683,0.11481392172600592
Adam/validation,37,0.9774,0.9774131451600752,0.9772367758712557,0.9773013238118209,0.135974179255822
Adam/validation,38,0.9762,0.9763153716493835,0.9759169772847974,0.9760697647633577,0.17678802100659347
Adam/validation,39,0.9747,0.9748620467009182,0.9743304786997546,0.9745170366049155,0.17258038897302572
Adam/validation,40,0.9764,0.9765376867560078,0.9760254973278955,0.9762112679925583,0.1362299652352713
Adam/validation,41,0.9763,0.9764328655622991,0.9758906869607488,0.9760952900513544,0.10750932024427073
Adam/validation,42,0.9776,0.9777491907559472,0.9772710622719829,0.9774459079977081,0.15080036486527193
Adam/validation,43,0.9785,0.9784186267044912,0.9782769427500158,0.9783323298397104,0.18837448570714754
Adam/validation,44,0.9758,0.9758889184237793,0.9754456704649668,0.9755771623233118,0.15964460258237156
Adam/validation,45,0.9786,0.9786187247074662,0.9785035527452589,0.9785368862275797,0.09339426854473862
Adam/validation,46,0.9781,0.9781429828971365,0.9779617313246165,0.978004495277097,0.07994064165815977
Adam/validation,47,0.9769,0.9770281065722219,0.976645672724844,0.9767824107840106,0.17517376422015932
Adam/validation,48,0.9777,0.9777624528814772,0.9773882586889066,0.9775338244359837,0.12795885616325975
Adam/validation,49,0.9774,0.9775244385191268,0.9771317298989812,0.977282474408568,0.10120107579310929
Adam/validation,50,0.9765,0.9767510245796027,0.9760803094281858,0.9763167695161666,0.07198509152172537
